[Date "2017.09.12"]
[Player1 "Johnny3Stacks"]
[Player2 "Johnny3Deep"]
[Result ""]
[Size "5"]
1807. 5b1>5 1b2>1
1808. 5c1<5 1c2<1
1809. 5b1>5 1b2>1
1810. 5c1<5 1c2<1
1811. 5b1>5 1b2>1
1812. 5c1<5 1c2<1
1813. 5b1>5 1b2>1
1814. 5c1<5 1c2<1
1815. 5b1>5 1b2>1
1816. 5c1<5 1c2<1
1817. 5b1>5 1b2>1
1818. 5c1<5 1c2<1
1819. 5b1>5 1b2>1
1820. 5c1<5 1c2<1
1821. 5b1>5 1b2>1
1822. 5c1<5 1c2<1
1823. 5b1>5 1b2>1
1824. 5c1<5 1c2<1
1825. 5b1>5 1b2>1
1826. 5c1<5 1c2<1
1827. 5b1>5 1b2>1
1828. 5c1<5 1c2<1
1829. 5b1>5 1b2>1
1830. 5c1<5 1c2<1
1831. 5b1>5 1b2>1
1832. 5c1<5 1c2<1
1833. 5b1>5 1b2>1
1834. 5c1<5 1c2<1
1835. 5b1>5 1b2>1
1836. 5c1<5 1c2<1
1837. 5b1>5 1b2>1
1838. 5c1<5 1c2<1
1839. 5b1>5 1b2>1
1840. 5c1<5 1c2<1
1841. 5b1>5 1b2>1
1842. 5c1<5 1c2<1
1843. 5b1>5 1b2>1
1844. 5c1<5 1c2<1
1845. 5b1>5 1b2>1
1846. 5c1<5 1c2<1
1847. 5b1>5 1b2>1
1848. 5c1<5 1c2<1
1849. 5b1>5 1b2>1
1850. 5c1<5 1c2<1
1851. 5b1>5 1b2>1
1852. 5c1<5 1c2<1
1853. 5b1>5 1b2>1
1854. 5c1<5 1c2<1
1855. 5b1>5 1b2>1
1856. 5c1<5 1c2<1
1857. 5b1>5 1b2>1
1858. 5c1<5 1c2<1
1859. 5b1>5 1b2>1
1860. 5c1<5 1c2<1
1861. 5b1>5 1b2>1
1862. 5c1<5 1c2<1
1863. 5b1>5 1b2>1
1864. 5c1<5 1c2<1
1865. 5b1>5 1b2>1
1866. 5c1<5 1c2<1
1867. 5b1>5 1b2>1
1868. 5c1<5 1c2<1
1869. 5b1>5 1b2>1
1870. 5c1<5 1c2<1
1871. 5b1>5 1b2>1
1872. 5c1<5 1c2<1
1873. 5b1>5 1b2>1
1874. 5c1<5 1c2<1
1875. 5b1>5 1b2>1
1876. 5c1<5 1c2<1
1877. 5b1>5 1b2>1
1878. 5c1<5 1c2<1
1879. 5b1>5 1b2>1
1880. 5c1<5 1c2<1
1881. 5b1>5 1b2>1
1882. 5c1<5 1c2<1
1883. 5b1>5 1b2>1
1884. 5c1<5 1c2<1
1885. 5b1>5 1b2>1
1886. 5c1<5 1c2<1
1887. 5b1>5 1b2>1
1888. 5c1<5 1c2<1
1889. 5b1>5 1b2>1
1890. 5c1<5 1c2<1
1891. 5b1>5 1b2>1
1892. 5c1<5 1c2<1
1893. 5b1>5 1b2>1
1894. 5c1<5 1c2<1
1895. 5b1>5 1b2>1
1896. 5c1<5 1c2<1
1897. 5b1>5 1b2>1
1898. 5c1<5 1c2<1
1899. 5b1>5 1b2>1
1900. 5c1<5 1c2<1
1901. 5b1>5 1b2>1
1902. 5c1<5 1c2<1
1903. 5b1>5 1b2>1
1904. 5c1<5 1c2<1
1905. 5b1>5 1b2>1
1906. 5c1<5 1c2<1
1907. 5b1>5 1b2>1
1908. 5c1<5 1c2<1
1909. 5b1>5 1b2>1
1910. 5c1<5 1c2<1
1911. 5b1>5 1b2>1
1912. 5c1<5 1c2<1
1913. 5b1>5 1b2>1
1914. 5c1<5 1c2<1
1915. 5b1>5 1b2>1
1916. 5c1<5 1c2<1
1917. 5b1>5 1b2>1
1918. 5c1<5 1c2<1
1919. 5b1>5 1b2>1
1920. 5c1<5 1c2<1
1921. 5b1>5 1b2>1
1922. 5c1<5 1c2<1
1923. 5b1>5 1b2>1
1924. 5c1<5 1c2<1
1925. 5b1>5 1b2>1
1926. 5c1<5 1c2<1
1927. 5b1>5 1b2>1
1928. 5c1<5 1c2<1
1929. 5b1>5 1b2>1
1930. 5c1<5 1c2<1
1931. 5b1>5 1b2>1
1932. 5c1<5 1c2<1
1933. 5b1>5 1b2>1
1934. 5c1<5 1c2<1
1935. 5b1>5 1b2>1
1936. 5c1<5 1c2<1
1937. 5b1>5 1b2>1
1938. 5c1<5 1c2<1
1939. 5b1>5 1b2>1
1940. 5c1<5 1c2<1
1941. 5b1>5 1b2>1
1942. 5c1<5 1c2<1
1943. 5b1>5 1b2>1
1944. 5c1<5 1c2<1
1945. 5b1>5 1b2>1
1946. 5c1<5 1c2<1
1947. 5b1>5 1b2>1
1948. 5c1<5 1c2<1
1949. 5b1>5 1b2>1
1950. 5c1<5 1c2<1
1951. 5b1>5 1b2>1
1952. 5c1<5 1c2<1
1953. 5b1>5 1b2>1
1954. 5c1<5 1c2<1
1955. 5b1>5 1b2>1
1956. 5c1<5 1c2<1
1957. 5b1>5 1b2>1
1958. 5c1<5 1c2<1
1959. 5b1>5 1b2>1
1960. 5c1<5 1c2<1
1961. 5b1>5 1b2>1
1962. 5c1<5 1c2<1
1963. 5b1>5 1b2>1
1964. 5c1<5 1c2<1
1965. 5b1>5 1b2>1
1966. 5c1<5 1c2<1
1967. 5b1>5 1b2>1
1968. 5c1<5 1c2<1
1969. 5b1>5 1b2>1
1970. 5c1<5 1c2<1
1971. 5b1>5 1b2>1
1972. 5c1<5 1c2<1
1973. 5b1>5 1b2>1
1974. 5c1<5 1c2<1
1975. 5b1>5 1b2>1
1976. 5c1<5 1c2<1
1977. 5b1>5 1b2>1
1978. 5c1<5 1c2<1
1979. 5b1>5 1b2>1
1980. 5c1<5 1c2<1
1981. 5b1>5 1b2>1
1982. 5c1<5 1c2<1
1983. 5b1>5 1b2>1
1984. 5c1<5 1c2<1
1985. 5b1>5 1b2>1
1986. 5c1<5 1c2<1
1987. 5b1>5 1b2>1
1988. 5c1<5 1c2<1
1989. 5b1>5 1b2>1
1990. 5c1<5 1c2<1
1991. 5b1>5 1b2>1
1992. 5c1<5 1c2<1
1993. 5b1>5 1b2>1
1994. 5c1<5 1c2<1
1995. 5b1>5 1b2>1
1996. 5c1<5 1c2<1
1997. 5b1>5 1b2>1
1998. 5c1<5 1c2<1
1999. 5b1>5 1b2>1
2000. 5c1<5 1c2<1
2001. 5b1>5 1b2>1
2002. 5c1<5 1c2<1
2003. 5b1>5 1b2>1
2004. 5c1<5 1c2<1
2005. 5b1>5 1b2>1
2006. 5c1<5 1c2<1
2007. 5b1>5 1b2>1
2008. 5c1<5 1c2<1
2009. 5b1>5 1b2>1
2010. 5c1<5 1c2<1
2011. 5b1>5 1b2>1
2012. 5c1<5 1c2<1
2013. 5b1>5 1b2>1
2014. 5c1<5 1c2<1
2015. 5b1>5 1b2>1
2016. 5c1<5 1c2<1
2017. 5b1>5 1b2>1
2018. 5c1<5 1c2<1
2019. 5b1>5 1b2>1
2020. 5c1<5 1c2<1
2021. 5b1>5 1b2>1
2022. 5c1<5 1c2<1
2023. 5b1>5 1b2>1
2024. 5c1<5 1c2<1
2025. 5b1>5 1b2>1
2026. 5c1<5 1c2<1
2027. 5b1>5 1b2>1
2028. 5c1<5 1c2<1
2029. 5b1>5 1b2>1
2030. 5c1<5 1c2<1
2031. 5b1>5 1b2>1
2032. 5c1<5 1c2<1
2033. 5b1>5 1b2>1
2034. 5c1<5 1c2<1
2035. 5b1>5 1b2>1
2036. 5c1<5 1c2<1
2037. 5b1>5 1b2>1
2038. 5c1<5 1c2<1
2039. 5b1>5 1b2>1
2040. 5c1<5 1c2<1
2041. 5b1>5 1b2>1
2042. 5c1<5 1c2<1
2043. 5b1>5 1b2>1
2044. 5c1<5 1c2<1
2045. 5b1>5 1b2>1
2046. 5c1<5 1c2<1
2047. 5b1>5 1b2>1
2048. 5c1<5 1c2<1
2049. 5b1>5 1b2>1
2050. 5c1<5 1c2<1
2051. 5b1>5 1b2>1
2052. 5c1<5 1c2<1
2053. 5b1>5 1b2>1
2054. 5c1<5 1c2<1
2055. 5b1>5 1b2>1
2056. 5c1<5 1c2<1
2057. 5b1>5 1b2>1
2058. 5c1<5 1c2<1
2059. 5b1>5 1b2>1
2060. 5c1<5 1c2<1
2061. 5b1>5 1b2>1
2062. 5c1<5 1c2<1
2063. 5b1>5 1b2>1
2064. 5c1<5 1c2<1
2065. 5b1>5 1b2>1
2066. 5c1<5 1c2<1
2067. 5b1>5 1b2>1
2068. 5c1<5 1c2<1
2069. 5b1>5 1b2>1
2070. 5c1<5 1c2<1
2071. 5b1>5 1b2>1
2072. 5c1<5 1c2<1
2073. 5b1>5 1b2>1
2074. 5c1<5 1c2<1
2075. 5b1>5 1b2>1
2076. 5c1<5 1c2<1
2077. 5b1>5 1b2>1
2078. 5c1<5 1c2<1
2079. 5b1>5 1b2>1
2080. 5c1<5 1c2<1
2081. 5b1>5 1b2>1
2082. 5c1<5 1c2<1
2083. 5b1>5 1b2>1
2084. 5c1<5 1c2<1
2085. 5b1>5 1b2>1
2086. 5c1<5 1c2<1
2087. 5b1>5 1b2>1
2088. 5c1<5 1c2<1
2089. 5b1>5 1b2>1
2090. 5c1<5 1c2<1
2091. 5b1>5 1b2>1
2092. 5c1<5 1c2<1
2093. 5b1>5 1b2>1
2094. 5c1<5 1c2<1
2095. 5b1>5 1b2>1
2096. 5c1<5 1c2<1
2097. 5b1>5 1b2>1
2098. 5c1<5 1c2<1
2099. 5b1>5 1b2>1
2100. 5c1<5 1c2<1
2101. 5b1>5 1b2>1
2102. 5c1<5 1c2<1
2103. 5b1>5 1b2>1
2104. 5c1<5 1c2<1
2105. 5b1>5 1b2>1
2106. 5c1<5 1c2<1
2107. 5b1>5 1b2>1
2108. 5c1<5 1c2<1
2109. 5b1>5 1b2>1
2110. 5c1<5 1c2<1
2111. 5b1>5 1b2>1
2112. 5c1<5 1c2<1
2113. 5b1>5 1b2>1
2114. 5c1<5 1c2<1
2115. 5b1>5 1b2>1
2116. 5c1<5 1c2<1
2117. 5b1>5 1b2>1
2118. 5c1<5 1c2<1
2119. 5b1>5 1b2>1
2120. 5c1<5 1c2<1
2121. 5b1>5 1b2>1
2122. 5c1<5 1c2<1
2123. 5b1>5 1b2>1
2124. 5c1<5 1c2<1
2125. 5b1>5 
